cycle_number,c_rate,voltage_mean,voltage_std,current_mean,temperature_mean,discharge_capacity,soh
305,1.0,3.7266,0.2206,4.3161,29.23,4.2133,0.844756
306,1.0,3.7322,0.2195,4.036,28.52,4.2281,0.845433
307,1.0,3.7386,0.2136,4.1386,28.73,4.22,0.843842
308,1.0,3.7375,0.2192,4.0059,29.05,4.2184,0.844742
309,1.0,3.6983,0.2298,4.2693,29.36,4.2177,0.843242
310,1.0,3.7345,0.2213,4.2367,30.29,4.2222,0.844733
311,1.0,3.7174,0.2104,4.2065,28.71,4.1973,0.842823
312,1.0,3.7261,0.2144,4.5239,29.11,4.2298,0.843238
313,1.0,3.7172,0.2125,4.0738,29.24,4.2121,0.841552
314,1.0,3.7334,0.2243,4.1241,29.61,4.2141,0.841864
315,1.0,3.7166,0.2252,4.2374,28.89,4.221,0.842927
316,1.0,3.7173,0.217,4.0997,28.52,4.206,0.841223
317,1.0,3.7288,0.221,4.1613,28.57,4.1904,0.840106
318,1.0,3.7289,0.2225,4.1529,28.95,4.1911,0.840518
319,1.0,3.7181,0.2242,4.2905,28.73,4.2094,0.841564
320,1.0,3.7324,0.2162,4.334,29.25,4.2118,0.839776
321,1.0,3.7298,0.2243,4.2571,29.29,4.2073,0.842464
322,1.0,3.7092,0.2173,4.3102,29.26,4.1786,0.840104
323,1.0,3.7189,0.2202,4.2095,29.71,4.2215,0.841839
324,1.0,3.7287,0.2167,4.2135,28.45,4.1979,0.84104
325,1.0,3.7158,0.2109,4.1692,29.67,4.2121,0.841559
326,1.0,3.7297,0.2229,4.2317,29.78,4.1851,0.839805
327,1.0,3.7208,0.2208,4.1637,29.68,4.1853,0.839123
328,1.0,3.7146,0.2171,4.1008,29.31,4.2059,0.83895
329,1.0,3.7361,0.218,4.0918,29.88,4.1718,0.838534
330,1.0,3.7335,0.2194,4.2245,28.47,4.1634,0.837111
331,1.0,3.7226,0.2181,4.2422,29.61,4.2021,0.837141
332,1.0,3.7222,0.2306,3.9794,29.2,4.1962,0.837874
333,1.0,3.7136,0.2184,4.2598,29.45,4.2198,0.837737
334,1.0,3.7165,0.2162,4.0125,28.74,4.1888,0.838416
335,1.0,3.731,0.221,4.1171,28.53,4.1891,0.838098
336,1.0,3.7211,0.2172,4.2013,29.54,4.1885,0.838721
337,1.0,3.7194,0.2216,4.1681,30.2,4.1665,0.834776
338,1.0,3.7419,0.2129,4.0791,28.38,4.1779,0.836453
339,1.0,3.7078,0.225,4.2615,29.19,4.1938,0.837685
340,1.0,3.7413,0.2155,4.3467,30.38,4.1882,0.836872
341,1.0,3.7174,0.215,4.2649,28.34,4.1928,0.836414
342,1.0,3.7281,0.219,4.2409,29.17,4.1715,0.8336
343,1.0,3.7065,0.2137,4.2498,29.05,4.1791,0.835776
344,1.0,3.715,0.2247,4.1418,28.98,4.1619,0.835057
345,1.0,3.7189,0.2273,4.1764,29.09,4.1814,0.835699
346,1.0,3.7229,0.2122,4.1878,29.08,4.1687,0.833538
347,1.0,3.721,0.227,4.0732,29.71,4.174,0.834519
348,1.0,3.727,0.2313,4.1699,28.66,4.1767,0.834324
349,1.0,3.6991,0.2162,4.0312,28.84,4.1875,0.834086
350,1.0,3.7258,0.2143,4.0916,29.03,4.1689,0.833649
351,1.0,3.7201,0.22,4.2128,29.45,4.1748,0.834556
352,1.0,3.7051,0.2207,4.1132,29.23,4.1867,0.83226
353,1.0,3.7151,0.2227,4.3324,28.5,4.1592,0.833013
354,1.0,3.7012,0.2184,4.1304,29.62,4.1555,0.831234
355,1.0,3.7139,0.2199,4.1813,28.87,4.1673,0.83327
356,1.0,3.7202,0.2224,4.0057,29.63,4.1644,0.832781
357,1.0,3.7091,0.2169,4.1055,29.58,4.1683,0.832589
358,1.0,3.7254,0.2207,4.1521,29.01,4.1624,0.832909
359,1.0,3.7387,0.216,4.2137,29.38,4.1566,0.832387
360,1.0,3.7158,0.2354,4.1343,29.21,4.1414,0.830537
361,1.0,3.7142,0.2206,4.2367,28.18,4.167,0.831445
362,1.0,3.7067,0.2152,4.1832,29.15,4.1394,0.830435
363,1.0,3.7197,0.2299,4.0213,28.73,4.1329,0.83029
364,1.0,3.7165,0.2187,4.1317,29.24,4.1554,0.830347
365,1.0,3.7113,0.2217,4.0646,28.25,4.1737,0.83128
366,1.0,3.7191,0.2182,3.9622,29.21,4.1426,0.829371
367,1.0,3.7062,0.2254,4.1209,29.07,4.1489,0.830804
368,1.0,3.7376,0.2252,4.2644,29.62,4.1434,0.829692
369,1.0,3.7137,0.2161,4.1239,29.27,4.1454,0.828286
370,1.0,3.7165,0.2186,4.0958,29.49,4.1352,0.829441
371,1.0,3.7123,0.2162,4.4467,29.25,4.1424,0.830634
372,1.0,3.7186,0.2263,4.3217,29.45,4.146,0.82819
373,1.0,3.7149,0.2321,3.9969,29.12,4.1487,0.827333
374,1.0,3.7117,0.2173,4.2168,29.67,4.1482,0.828339
375,1.0,3.7071,0.2135,4.2264,29.24,4.1487,0.828902
376,1.0,3.7067,0.2146,4.0519,28.98,4.1223,0.826734
377,1.0,3.6954,0.232,4.2605,28.88,4.1275,0.827059
378,1.0,3.7239,0.2177,4.2468,29.46,4.1321,0.827515
379,1.0,3.7235,0.2352,4.0084,29.62,4.1354,0.825678
380,1.0,3.6964,0.2158,4.0543,29.65,4.1327,0.826376
381,1.0,3.721,0.2252,4.2915,29.59,4.1337,0.825917
382,1.0,3.704,0.227,4.2829,29.95,4.1301,0.825114
383,1.0,3.7229,0.2218,4.131,28.81,4.1306,0.824608
384,1.0,3.7092,0.2205,4.2187,29.41,4.1384,0.826573
385,1.0,3.709,0.2181,4.0511,29.81,4.1172,0.825393
386,1.0,3.7021,0.2234,4.0601,29.89,4.1232,0.825152
387,1.0,3.707,0.2256,4.1408,29.16,4.1065,0.823688
388,1.0,3.7128,0.2221,4.0785,29.38,4.1325,0.826057
389,1.0,3.7048,0.2212,4.1517,28.4,4.138,0.825222
390,1.0,3.7039,0.2189,4.084,29.03,4.1265,0.82375
391,1.0,3.6916,0.2202,4.0833,29.5,4.133,0.823243
392,1.0,3.689,0.223,4.1804,28.18,4.1227,0.823798
393,1.0,3.7038,0.2273,3.9569,29.87,4.111,0.824016
394,1.0,3.707,0.224,4.1153,29.15,4.0998,0.821817
395,1.0,3.7222,0.2215,4.0672,28.54,4.1319,0.82321
396,1.0,3.6966,0.2231,4.1528,28.73,4.1171,0.821935
397,1.0,3.7165,0.2196,4.069,28.17,4.1214,0.825526
398,1.0,3.7159,0.2236,4.2442,30.14,4.094,0.821822
399,1.0,3.6999,0.2245,4.1162,28.21,4.1074,0.821178
400,1.0,3.7091,0.2274,3.9151,29.7,4.1075,0.820875
401,1.0,3.712,0.2242,4.0192,29.1,4.1044,0.820877
402,1.0,3.7042,0.2295,4.0489,29.88,4.0963,0.820311
403,1.0,3.6996,0.227,4.066,29.74,4.0845,0.820857
404,1.0,3.707,0.2178,4.1967,28.72,4.1032,0.82083
405,1.0,3.7164,0.2236,4.0279,29.64,4.0873,0.821001
406,1.0,3.7073,0.2222,4.1702,29.0,4.0952,0.820272
407,1.0,3.71,0.2235,4.0432,29.91,4.0971,0.820681
408,1.0,3.7133,0.223,3.9634,29.05,4.116,0.819667
409,1.0,3.7021,0.2244,4.2735,28.61,4.092,0.820618
410,1.0,3.7006,0.2223,4.0016,30.02,4.1032,0.821055
411,1.0,3.7168,0.2203,3.9024,29.65,4.0989,0.819823
412,1.0,3.7027,0.2246,4.2512,29.45,4.1035,0.819934
413,1.0,3.7035,0.2325,4.0769,29.08,4.095,0.819048
414,1.0,3.7246,0.2266,4.1019,29.88,4.094,0.818721
415,1.0,3.7046,0.2272,4.0119,29.7,4.0792,0.816601
416,1.0,3.7009,0.2349,4.1349,29.84,4.079,0.818356
417,1.0,3.6828,0.2325,4.1624,29.01,4.0974,0.818421
418,1.0,3.7,0.2287,3.9874,28.64,4.0672,0.818497
419,1.0,3.7057,0.2283,4.1532,29.27,4.092,0.817887
420,1.0,3.7103,0.2274,3.9715,28.58,4.0804,0.819093
421,1.0,3.7111,0.2218,3.999,29.01,4.0786,0.816935
422,1.0,3.7031,0.2239,4.2221,29.35,4.0854,0.818583
423,1.0,3.7032,0.2369,3.9873,29.45,4.0893,0.818564
424,1.0,3.7195,0.2336,4.2014,29.82,4.077,0.8158
425,1.0,3.7235,0.2274,4.0331,28.51,4.0955,0.816452
426,1.0,3.7008,0.2285,4.0718,29.56,4.0636,0.815629
427,1.0,3.7029,0.2289,3.9778,29.88,4.082,0.816462
428,1.0,3.7028,0.2288,4.1865,29.73,4.0847,0.815547
429,1.0,3.703,0.2225,4.0467,28.86,4.0774,0.81623
430,1.0,3.6951,0.2265,3.939,28.38,4.074,0.814763
431,1.0,3.7204,0.2267,4.2039,29.87,4.0799,0.817429
432,1.0,3.7136,0.2333,4.018,27.99,4.0708,0.81467
433,1.0,3.7127,0.217,4.1127,29.56,4.069,0.814347
434,1.0,3.7001,0.225,4.0536,29.6,4.0847,0.815001
435,1.0,3.6894,0.2236,4.1653,29.48,4.0758,0.815093
436,1.0,3.7125,0.2259,4.0245,30.26,4.0501,0.815121
437,1.0,3.7052,0.225,4.0384,29.21,4.0526,0.81408
438,1.0,3.7176,0.2256,4.0983,29.61,4.075,0.813096
439,1.0,3.693,0.2304,4.0802,29.56,4.0681,0.813013
440,1.0,3.7211,0.2211,4.0302,29.73,4.0665,0.81283
441,1.0,3.673,0.2325,4.147,29.1,4.0535,0.814187
442,1.0,3.7145,0.2309,4.0453,30.17,4.0637,0.812582
443,1.0,3.6915,0.2221,4.1653,29.95,4.0638,0.812847
444,1.0,3.7008,0.2211,4.0715,29.05,4.0559,0.814145
445,1.0,3.7066,0.23,3.8873,28.67,4.0737,0.812069
446,1.0,3.6955,0.2397,3.9423,29.42,4.0744,0.814843
447,1.0,3.7034,0.2238,3.9665,30.07,4.0582,0.812315
448,1.0,3.6931,0.2193,4.1801,29.42,4.0496,0.810919
449,1.0,3.699,0.2181,4.0854,29.31,4.0418,0.810448
450,1.0,3.6966,0.2223,4.0556,29.66,4.0722,0.813217
451,1.0,3.6996,0.2236,4.022,29.29,4.0355,0.811271
452,1.0,3.6919,0.2359,4.069,29.55,4.0499,0.812061
453,1.0,3.7033,0.2244,4.1037,29.61,4.0561,0.811736
454,1.0,3.6946,0.2352,3.9794,28.46,4.0501,0.811226
455,1.0,3.6759,0.2258,4.0637,28.8,4.0495,0.810014
456,1.0,3.7083,0.226,3.9931,29.43,4.0477,0.810109
457,1.0,3.6922,0.2273,4.087,30.12,4.0432,0.810625
458,1.0,3.6802,0.2289,4.0109,28.68,4.0513,0.809858
459,1.0,3.6972,0.221,4.1872,28.93,4.0345,0.809613
460,1.0,3.7031,0.2256,3.9943,28.9,4.0547,0.809228
461,1.0,3.6876,0.2202,4.0569,29.68,4.043,0.809246
462,1.0,3.6998,0.219,4.237,29.38,4.0465,0.809636
463,1.0,3.7007,0.2206,4.0927,29.01,4.0439,0.8095
464,1.0,3.6846,0.224,4.0889,29.78,4.0641,0.808626
465,1.0,3.6955,0.2372,3.8665,29.73,4.0422,0.808252
466,1.0,3.6982,0.2287,4.0043,28.18,4.0317,0.806559
467,1.0,3.704,0.2234,4.0849,29.3,4.053,0.811077
468,1.0,3.7077,0.2285,3.8064,30.35,4.0332,0.807363
469,1.0,3.7092,0.2341,4.0733,29.32,4.0429,0.810271
470,1.0,3.6858,0.2294,3.8997,29.78,4.022,0.804928
471,1.0,3.6846,0.2338,3.9763,29.58,4.0192,0.807192
472,1.0,3.6971,0.2348,4.0106,29.46,4.033,0.806844
473,1.0,3.6964,0.2262,3.8378,29.86,4.0427,0.805646
474,1.0,3.6978,0.2224,3.8772,29.15,4.0053,0.805317
475,1.0,3.7249,0.2229,3.9432,29.18,4.0297,0.807062
476,1.0,3.7012,0.2232,3.8937,29.22,4.0139,0.80638
477,1.0,3.69,0.2257,4.1429,29.19,4.0308,0.80371
478,1.0,3.6886,0.2254,3.9613,28.56,4.02,0.805396
479,1.0,3.6875,0.2296,4.0604,29.26,4.0153,0.804874
480,1.0,3.6791,0.2299,3.9512,28.97,4.0362,0.806595
481,1.0,3.6989,0.2217,3.8657,30.16,4.0303,0.802718
482,1.0,3.6707,0.227,3.9981,29.05,4.0281,0.804182
483,1.0,3.6972,0.234,3.8595,28.71,4.0274,0.803318
484,1.0,3.6929,0.216,4.0076,30.01,4.0334,0.804552
485,1.0,3.691,0.2145,4.1842,29.28,4.0081,0.803419
486,1.0,3.7063,0.2306,3.9996,29.43,4.0142,0.804617
487,1.0,3.7002,0.2231,4.1488,28.54,4.0252,0.804708
488,1.0,3.676,0.2244,4.089,29.52,4.0234,0.804353
489,1.0,3.6841,0.2246,4.0337,29.68,4.0003,0.804689
490,1.0,3.7063,0.2206,4.1494,29.7,4.0472,0.80498
491,1.0,3.6914,0.2217,4.0582,29.87,4.0173,0.801785
492,1.0,3.6752,0.2218,4.0252,30.07,4.0118,0.802305
493,1.0,3.6969,0.2337,3.9976,29.89,4.016,0.801989
494,1.0,3.6835,0.2399,4.0138,30.51,3.9965,0.80206
495,1.0,3.7015,0.235,4.0522,29.55,4.0124,0.803674
496,1.0,3.6993,0.2183,4.0601,29.49,4.009,0.803082
497,1.0,3.6952,0.2314,3.918,29.81,4.034,0.80356
498,1.0,3.7089,0.226,3.9388,29.69,4.0189,0.803699
499,1.0,3.6969,0.2309,3.9099,29.3,4.0149,0.801944
500,1.0,3.7033,0.2233,4.0577,29.59,3.9992,0.802174
1,1.5,3.8001,0.1831,7.3332,31.95,4.9114,0.980612
2,1.5,3.8155,0.1837,7.2979,31.47,4.8736,0.973835
3,1.5,3.8046,0.1851,7.482,32.82,4.8447,0.968548
4,1.5,3.7981,0.193,7.474,32.76,4.8138,0.963304
5,1.5,3.8028,0.1848,6.9946,32.33,4.7882,0.95882
6,1.5,3.7929,0.1895,7.0093,32.07,4.7687,0.953604
7,1.5,3.7952,0.1983,7.2393,31.44,4.7748,0.952514
8,1.5,3.7865,0.1928,7.1291,32.11,4.7679,0.950515
9,1.5,3.7938,0.202,7.0424,31.86,4.7277,0.943833
10,1.5,3.7798,0.2024,7.3334,33.04,4.7187,0.942553
11,1.5,3.7729,0.2101,7.0638,32.66,4.6945,0.939441
12,1.5,3.7824,0.1968,7.0766,32.85,4.6642,0.935861
13,1.5,3.7895,0.1959,6.8794,32.53,4.6625,0.934297
14,1.5,3.7847,0.2025,7.0993,32.97,4.6528,0.930288
15,1.5,3.7652,0.1935,6.9949,32.14,4.6452,0.929129
16,1.5,3.7655,0.1973,6.9646,32.36,4.6456,0.927649
17,1.5,3.7661,0.1994,6.8675,32.36,4.6199,0.92351
18,1.5,3.7531,0.2089,7.1438,32.49,4.5981,0.921336
19,1.5,3.7721,0.1974,6.9547,31.96,4.5957,0.920879
20,1.5,3.7677,0.2004,6.9407,31.81,4.5869,0.918069
21,1.5,3.7503,0.2062,7.0241,32.4,4.5729,0.916143
22,1.5,3.7492,0.1981,6.8961,33.08,4.5718,0.915458
23,1.5,3.7484,0.2,6.9657,32.35,4.5654,0.914229
24,1.5,3.7486,0.2066,6.8272,32.81,4.5594,0.910519
25,1.5,3.753,0.2054,6.6714,32.23,4.5487,0.90922
26,1.5,3.7442,0.203,6.8878,31.9,4.548,0.908712
27,1.5,3.7498,0.2007,6.801,31.88,4.5331,0.904886
28,1.5,3.7624,0.2063,6.879,31.58,4.5087,0.902051
29,1.5,3.7373,0.2102,6.7226,32.57,4.4939,0.901429
30,1.5,3.7436,0.2039,6.911,32.22,4.51,0.900246
31,1.5,3.7271,0.22,6.738,32.2,4.4886,0.899218
32,1.5,3.7424,0.2173,6.8361,32.94,4.4744,0.897043
33,1.5,3.7134,0.2109,6.5645,32.84,4.467,0.894349
34,1.5,3.734,0.2066,6.9278,32.18,4.4844,0.893146
35,1.5,3.7336,0.2134,6.6741,33.16,4.447,0.890727
36,1.5,3.7333,0.2061,6.5957,32.43,4.4403,0.891339
37,1.5,3.7334,0.2202,6.7863,31.77,4.444,0.888855
38,1.5,3.74,0.2122,6.5119,33.32,4.4403,0.887264
39,1.5,3.7373,0.2122,6.6319,32.06,4.4087,0.886707
40,1.5,3.726,0.215,6.5559,32.87,4.4246,0.884202
41,1.5,3.7445,0.2198,6.5603,31.91,4.4188,0.882772
42,1.5,3.7137,0.2204,6.5588,32.71,4.407,0.882107
43,1.5,3.7274,0.2041,6.76,32.54,4.4006,0.882806
44,1.5,3.7414,0.2205,6.5676,32.23,4.392,0.87778
45,1.5,3.7272,0.2218,6.6728,32.47,4.389,0.876813
46,1.5,3.7246,0.2119,6.5274,32.77,4.3793,0.875696
47,1.5,3.7134,0.2176,6.5786,32.31,4.38,0.875629
48,1.5,3.7185,0.2146,6.4533,32.92,4.3786,0.874313
49,1.5,3.7214,0.2253,6.602,32.25,4.372,0.87353
50,1.5,3.7114,0.2135,6.4873,32.75,4.3421,0.869591
51,1.5,3.73,0.2249,6.3248,31.69,4.3562,0.869275
52,1.5,3.7182,0.2199,6.4871,32.85,4.3492,0.867413
53,1.5,3.7286,0.2239,6.7254,32.72,4.3233,0.865723
54,1.5,3.7307,0.22,6.4612,32.37,4.3464,0.86667
55,1.5,3.711,0.2239,6.6191,31.72,4.321,0.863984
56,1.5,3.7122,0.2192,6.4728,31.75,4.3237,0.864567
57,1.5,3.7166,0.221,6.3778,32.21,4.3125,0.862724
58,1.5,3.7139,0.2222,6.4119,32.35,4.3162,0.860685
59,1.5,3.7396,0.2173,6.3031,32.08,4.2997,0.858464
60,1.5,3.7316,0.2154,6.2246,32.32,4.2669,0.856372
61,1.5,3.7064,0.226,6.5753,33.01,4.3087,0.858173
62,1.5,3.7015,0.2211,6.3931,31.3,4.2774,0.855863
63,1.5,3.7081,0.2287,6.4563,33.09,4.281,0.856072
64,1.5,3.7293,0.2164,6.3588,32.49,4.2723,0.854713
65,1.5,3.7072,0.217,6.4826,33.09,4.2731,0.853109
66,1.5,3.6888,0.2218,6.2817,32.46,4.2561,0.849598
67,1.5,3.7142,0.2177,6.412,31.82,4.2445,0.850537
68,1.5,3.7094,0.232,6.3588,32.72,4.2478,0.848942
69,1.5,3.7076,0.2252,6.1779,32.56,4.2421,0.847766
70,1.5,3.6901,0.2331,6.4052,32.13,4.2351,0.847472
71,1.5,3.7139,0.2272,6.2816,32.06,4.2295,0.844882
72,1.5,3.7138,0.2244,6.2681,33.23,4.1944,0.844124
73,1.5,3.7003,0.2257,6.1833,31.81,4.2091,0.842384
74,1.5,3.6806,0.2264,6.1865,32.75,4.2255,0.843305
75,1.5,3.6914,0.2249,6.0937,32.04,4.216,0.842525
76,1.5,3.6863,0.2248,6.1525,32.97,4.192,0.840417
77,1.5,3.6888,0.2291,6.2504,32.99,4.1796,0.838463
78,1.5,3.6837,0.2325,6.2033,32.8,4.1874,0.838439
79,1.5,3.6959,0.227,6.2987,32.17,4.1667,0.838107
80,1.5,3.7031,0.225,6.236,32.81,4.1766,0.834721
81,1.5,3.6851,0.2275,6.342,31.49,4.2061,0.836226
82,1.5,3.6965,0.2363,6.268,31.8,4.1624,0.834293
83,1.5,3.6823,0.2316,6.3583,32.84,4.1842,0.834473
84,1.5,3.7032,0.2242,6.2872,32.33,4.1485,0.832448
85,1.5,3.7038,0.2327,6.1221,32.39,4.1772,0.832586
86,1.5,3.6831,0.2288,6.2552,32.96,4.1534,0.832084
87,1.5,3.663,0.2323,6.1995,32.59,4.1555,0.831242
88,1.5,3.6988,0.233,6.1776,32.93,4.1406,0.828205
89,1.5,3.6929,0.234,6.3612,32.13,4.1507,0.827622
90,1.5,3.6763,0.2357,6.143,32.94,4.1195,0.825951
91,1.5,3.6683,0.2313,6.2029,31.2,4.1261,0.825956
92,1.5,3.6874,0.236,6.1719,32.13,4.1273,0.823141
93,1.5,3.6815,0.2257,6.1704,32.17,4.132,0.824168
94,1.5,3.6808,0.2397,6.157,33.24,4.1323,0.823511
95,1.5,3.6972,0.2325,6.1858,32.9,4.1222,0.821864
96,1.5,3.7031,0.2314,6.172,31.89,4.1156,0.820818
97,1.5,3.6831,0.2252,6.1168,32.05,4.0995,0.819412
98,1.5,3.696,0.2349,6.2843,31.78,4.0915,0.818825
99,1.5,3.6767,0.2289,6.2767,32.69,4.0803,0.817295
100,1.5,3.6723,0.2323,5.9391,33.23,4.0945,0.815418
101,1.5,3.6862,0.2376,6.107,32.59,4.0583,0.815058
102,1.5,3.6688,0.2366,6.1779,32.66,4.0828,0.81463
103,1.5,3.6833,0.236,6.2088,33.67,4.0902,0.813312
104,1.5,3.651,0.2373,6.128,32.46,4.0606,0.812201
105,1.5,3.6784,0.2436,6.0316,31.55,4.0649,0.812091
106,1.5,3.6693,0.2331,6.0011,32.81,4.0475,0.810288
107,1.5,3.6701,0.2364,5.9752,31.93,4.0747,0.811353
108,1.5,3.6626,0.2462,6.1246,32.25,4.0368,0.809236
109,1.5,3.6758,0.2352,6.0024,32.69,4.055,0.810319
110,1.5,3.6585,0.2453,6.0473,33.5,4.042,0.807794
111,1.5,3.6803,0.224,5.9903,32.28,4.0323,0.808303
112,1.5,3.6731,0.2419,6.0642,32.49,4.0201,0.805351
113,1.5,3.6793,0.2421,6.0489,32.66,4.0216,0.806112
114,1.5,3.6652,0.2401,6.1033,32.33,4.0207,0.804233
115,1.5,3.6631,0.2342,5.8548,32.68,4.0133,0.804048
116,1.5,3.6655,0.2412,6.0795,32.26,4.0075,0.803655
117,1.5,3.6564,0.2349,6.1441,33.18,4.0152,0.803332
118,1.5,3.6619,0.2344,5.9532,31.92,3.9967,0.799272
119,1.5,3.6774,0.2465,6.1593,32.47,4.0134,0.802115
120,1.5,3.6738,0.2402,6.1584,32.85,3.9979,0.797853
121,1.5,3.668,0.2277,5.9467,33.17,4.0097,0.799553
122,1.5,3.6524,0.2497,6.1483,32.52,3.9779,0.797348
123,1.5,3.6691,0.2433,6.0622,32.29,3.9907,0.797477
124,1.5,3.6474,0.2382,5.839,32.12,3.9823,0.799443
125,1.5,3.6512,0.2442,5.9095,32.18,3.9716,0.794688
126,1.5,3.659,0.2431,5.7741,32.26,3.955,0.795767
127,1.5,3.6812,0.2425,6.04,32.89,3.9701,0.794407
128,1.5,3.6386,0.244,6.1652,33.48,3.9706,0.793549
129,1.5,3.66,0.2419,5.734,32.33,3.9588,0.794096
130,1.5,3.6662,0.2445,6.0115,33.06,3.9511,0.790546
131,1.5,3.6592,0.2411,6.0088,32.66,3.956,0.792045
132,1.5,3.6468,0.2461,5.9238,32.09,3.9506,0.791022
133,1.5,3.6551,0.25,6.08,32.36,3.9664,0.790142
134,1.5,3.6461,0.239,5.6763,33.28,3.9576,0.788179
135,1.5,3.6453,0.2474,5.8635,32.6,3.921,0.78681
136,1.5,3.6465,0.2333,5.7626,31.95,3.9384,0.78733
137,1.5,3.6523,0.242,6.0803,31.93,3.939,0.784142
138,1.5,3.6601,0.2417,5.7339,32.95,3.9222,0.784459
139,1.5,3.6569,0.2409,5.7676,32.46,3.923,0.784378
140,1.5,3.6616,0.2359,5.8234,32.09,3.9182,0.784163
141,1.5,3.6696,0.241,6.1119,32.4,3.9162,0.78237
142,1.5,3.6762,0.2403,5.7554,32.93,3.9041,0.78233
143,1.5,3.6504,0.254,5.8764,31.83,3.9046,0.781505
144,1.5,3.6408,0.2552,6.044,33.14,3.903,0.780092
145,1.5,3.6599,0.242,5.7969,33.21,3.8865,0.779939
146,1.5,3.6352,0.2438,5.7123,33.03,3.889,0.779602
147,1.5,3.6452,0.2382,5.8611,32.34,3.8945,0.778989
148,1.5,3.6484,0.2428,5.6795,32.61,3.9028,0.776956
149,1.5,3.6562,0.2648,5.6978,32.66,3.886,0.776302
150,1.5,3.6382,0.2417,5.812,32.44,3.8627,0.775481
151,1.5,3.6503,0.2448,5.7862,32.74,3.8848,0.77639
152,1.5,3.6352,0.2435,5.5905,32.54,3.8811,0.773537
153,1.5,3.6543,0.2416,5.6907,33.3,3.892,0.773275
154,1.5,3.6476,0.2444,5.8555,32.71,3.8677,0.774975
155,1.5,3.6416,0.2432,5.7717,32.07,3.8415,0.770456
156,1.5,3.6443,0.2487,5.8702,33.16,3.8597,0.770974
157,1.5,3.6387,0.2418,5.7506,32.5,3.872,0.772472
158,1.5,3.6243,0.2539,5.6031,33.22,3.867,0.771598
159,1.5,3.627,0.2551,5.6225,33.09,3.8393,0.769204
160,1.5,3.6402,0.2587,6.0256,31.86,3.8402,0.76785
161,1.5,3.6454,0.2475,5.7888,32.86,3.8516,0.769244
162,1.5,3.6379,0.2541,5.6446,32.71,3.8336,0.76683
163,1.5,3.6534,0.2495,5.7966,33.33,3.853,0.768603
164,1.5,3.6259,0.2563,5.7288,31.78,3.831,0.767537
165,1.5,3.6222,0.2613,5.7278,32.48,3.8195,0.76401
166,1.5,3.6466,0.2558,5.6755,33.24,3.8227,0.765142
167,1.5,3.6366,0.2526,5.8131,32.5,3.8053,0.764615
168,1.5,3.6432,0.2547,5.8897,32.65,3.8328,0.763855
169,1.5,3.6389,0.251,5.8157,33.49,3.8262,0.763783
170,1.5,3.6338,0.2473,5.8397,32.97,3.8077,0.761425
171,1.5,3.6299,0.2512,5.8369,31.96,3.8194,0.763083
172,1.5,3.6219,0.2534,5.5684,32.21,3.7979,0.760647
173,1.5,3.6492,0.2581,5.5439,32.29,3.7914,0.760142
174,1.5,3.638,0.2509,5.721,32.39,3.7681,0.756662
175,1.5,3.6324,0.2518,5.5657,32.51,3.7837,0.759054
176,1.5,3.6423,0.2541,5.7033,32.99,3.7754,0.758534
177,1.5,3.6498,0.2565,5.8282,32.78,3.789,0.756608
178,1.5,3.6317,0.2487,5.6277,32.85,3.7753,0.755481
179,1.5,3.6427,0.2482,5.5411,31.76,3.7974,0.757114
180,1.5,3.6375,0.2636,5.7226,33.43,3.7762,0.755559
181,1.5,3.6208,0.2504,5.6278,33.43,3.7514,0.754489
182,1.5,3.6284,0.2582,5.6044,31.86,3.7848,0.753606
183,1.5,3.6328,0.246,5.9061,33.41,3.756,0.751331
184,1.5,3.6238,0.254,5.6446,32.11,3.7532,0.75124
185,1.5,3.6073,0.2536,5.4038,32.62,3.7639,0.752078
186,1.5,3.638,0.2503,5.7296,32.9,3.7446,0.749795
187,1.5,3.6181,0.2579,5.5954,32.64,3.7509,0.751858
188,1.5,3.6376,0.2456,5.6195,32.8,3.751,0.74896
189,1.5,3.6234,0.2544,5.6765,33.48,3.7458,0.748965
190,1.5,3.6166,0.2526,5.5551,33.09,3.7521,0.747718
191,1.5,3.6207,0.2483,5.6127,33.03,3.7259,0.744225
192,1.5,3.6366,0.2521,5.674,31.51,3.7443,0.747376
193,1.5,3.6173,0.2461,5.7062,33.17,3.7185,0.745251
194,1.5,3.6234,0.2563,5.6394,32.64,3.7097,0.744616
195,1.5,3.6392,0.2562,5.6891,32.79,3.7208,0.744073
196,1.5,3.6183,0.2599,5.715,32.73,3.722,0.743678
197,1.5,3.6166,0.253,5.6167,32.37,3.7199,0.744697
198,1.5,3.6203,0.2604,5.3704,32.39,3.7392,0.74359
199,1.5,3.6201,0.2576,5.5563,31.85,3.7196,0.741928
200,1.5,3.6234,0.2568,5.7449,33.01,3.6968,0.742312
201,1.5,3.626,0.2535,5.3836,32.9,3.7069,0.741059
202,1.5,3.6047,0.2636,5.7909,33.61,3.699,0.740557
203,1.5,3.6158,0.2613,5.4784,32.67,3.7073,0.738343
204,1.5,3.6264,0.2473,5.5137,32.0,3.7206,0.737878
205,1.5,3.6151,0.2582,5.5536,32.32,3.6983,0.738342
206,1.5,3.6168,0.2626,5.4623,33.72,3.6963,0.736678
207,1.5,3.6051,0.254,5.595,33.02,3.6797,0.736824
208,1.5,3.6205,0.2562,5.5052,32.56,3.6781,0.735593
